NIS code van de gemeente;Code van de sector;Naam van de sector;Aantal aangiften;Totaal netto belastbaar inkomen;Gemiddeld inkomen per aangifte;Mediaan inkomen per aangifte;Interkwartiel verschil;Interkwartiele coëfficiënt;Interkwartiele assymmetrie
21015;21015A44-;KONINGINNELAAN;1 577;31 051 269;19 690;17 111;13 371;78;30
21015;21015A45-;STEPHENSONPLEIN;691;14 837 999;21 473;17 585;17 121;97;16
21015;21015A50-;OPAAL;2 789;96 753 564;34 691;25 613;26 031;102;23
21015;21015A51-;KERSELARENLAAN;893;34 886 384;39 066;27 854;30 386;109;27
21015;21015A52-;LINTHOUTSTRAAT;1 597;53 354 181;33 409;24 053;24 303;101;22
21015;21015A53-;DAILLYPLEIN;1 599;41 631 344;26 036;19 609;19 304;98;34
21015;21015A54-;SMARAGDLAAN;2 794;93 884 448;33 602;24 815;25 352;102;28
21015;21015A612;BRICHAUTSTRAAT;1 916;43 155 431;22 524;18 376;15 533;85;23
21015;21015A622;BRUSILIA;511;17 419 617;34 089;26 300;25 321;96;20
21015;21015A63-;P. DESCHANELLAAN;779;26 761 770;34 354;25 200;24 039;95;25
21015;21015A64-;DUPLOYE SQUARE;1 469;37 955 275;25 837;20 404;17 724;87;30
21015;21015A70-;P. HYMANSSTRAAT;1 070;32 742 895;30 601;23 977;23 631;99;26
21015;21015A71-;BLOEMTUINEN;848;28 051 850;33 080;27 500;24 620;90;15
21015;21015A721;F. COURTENSLAAN;499;18 628 555;37 332;28 548;29 311;103;21
21015;21015A73-;H. EVENEPOELSTRAAT;715;24 262 039;33 933;27 900;28 372;102;19
21015;21015A77-;B.R.T.;1 221;27 450 964;22 482;16 409;13 696;83;48
21015;21015A782;KERKHOF VAN SINT-JOOST;150;3 475 776;23 172;19 979;15 670;78;14
21015;21015A7MJ;JOSAPHAT STATION;4;.;.;.;.;.;.
21015;21015A811;TERDELT;625;22 793 314;36 469;22 711;29 588;130;47
21015;21015A822;CH. GILISQUET - ZUIDLAAN;221;7 757 313;35 101;21 452;25 081;117;57
21015;21015A831;LATINIS G. STRAAT;2 025;73 942 092;36 515;25 324;27 455;108;32
21015;21015A883;THEUNIS PIERRE STRAAT;347;8 111 066;23 375;17 919;10 156;57;41
21015;21015ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;322;4 993 486;15 508;9 711;15 697;162;13
21016;21016A00-;GLOBE-OOST;2 529;91 270 736;36 090;24 740;25 635;104;27
21016;21016A01-;DIEWEG;2 012;95 516 041;47 473;27 737;36 773;133;37
21016;21016A02-;ALSEMBERG-NOORD;2 033;54 730 242;26 921;19 874;18 405;93;35
21016;21016A03-;COGHEN;1 624;66 664 896;41 050;25 535;32 206;126;36
21016;21016A042;SCHEPENIJ;260;13 031 623;50 122;29 428;38 756;132;28
21016;21016A05-;DE KAT;2 431;79 637 485;32 759;22 818;22 271;98;31
21016;21016A102;GROESELENBERG;1 034;57 945 775;56 040;28 571;42 844;150;39
21016;21016A111;GROENE JAGER;416;30 213 648;72 629;32 014;52 219;163;40
21016;21016A12-;HAMOIR;1 198;61 563 608;51 389;27 856;38 645;139;38
21016;21016A214;STERREKUNDIGEN;257;9 195 560;35 780;21 807;24 038;110;32
21016;21016A225;PTOLEMEUS;301;13 752 609;45 690;27 109;35 936;133;47
21016;21016A232;SCHOONVERBLIJF;787;34 499 532;43 837;24 426;29 043;119;34
21016;21016A311;FORT JACO;688;45 174 856;65 661;31 486;49 011;156;37
21016;21016A322;STEENWEG OP WATERLOO-OOST;505;18 828 942;37 285;23 595;24 617;104;30
21016;21016A331;STEENWEG OP WATERLOO-WEST;228;6 993 930;30 675;24 519;21 724;89;25
21016;21016A342;VRONERODE;1 482;108 676 710;73 331;32 943;56 260;171;41
21016;21016A39-;ZONIENWOUD LOTHARINGEN-OOST;5;.;.;.;.;.;.
21016;21016A400;SINT-JOB;1 428;51 609 027;36 141;23 673;27 749;117;37
21016;21016A410;ALPHONSE XIII;423;22 599 423;53 427;25 903;37 629;145;50
21016;21016A429;CARLOO;861;39 721 824;46 135;27 265;38 861;143;40
21016;21016A44-;VISSERIJ;1 287;56 200 119;43 668;28 768;35 217;122;29
21016;21016A490;KAUWBERG;310;13 897 069;44 829;30 142;28 411;94;11
21016;21016A521;VERREWINKEL;225;12 534 242;55 708;28 235;38 611;137;34
21016;21016A533;MOENSBERG;357;13 782 140;38 605;26 491;30 989;117;24
21016;21016A601;HORZEL;601;23 332 755;38 823;26 030;31 037;119;37
21016;21016A610;ENGELAND;292;12 598 363;43 145;33 304;36 412;109;7
21016;21016A620;KRIEKENPUT;563;22 149 314;39 342;28 399;35 166;124;31
21016;21016A639;HOMBORCH;1 348;33 260 455;24 674;18 196;13 774;76;33
21016;21016A64-;MOLENSTEEN;1 066;39 620 288;37 167;27 887;30 008;108;27
21016;21016A65-;ALSEMBERG-ZUID;564;17 284 178;30 646;24 277;22 750;94;27
21016;21016A692;KERKHOF - ST.-GILLES;2;.;.;.;.;.;.
21016;21016A701;MERLO;1 415;41 323 314;29 204;20 160;19 235;95;43
21016;21016A71-;KEIENBEMPT;1 180;44 431 183;37 654;25 504;30 633;120;35
21016;21016A72-;MELKRIEK;432;9 959 067;23 053;17 843;13 785;77;35
21016;21016A731;ROETAERT;270;12 347 788;45 733;30 730;42 096;137;45
21016;21016A772;ZWARTEBEEK;331;8 948 482;27 035;20 326;22 978;113;43
21016;21016A80-;VANDERKINDERE;1 485;59 361 274;39 974;24 845;27 176;109;28
21016;21016A81-;BASCULE;1 875;66 008 936;35 205;22 612;24 013;106;29
21016;21016A82-;CHURCHILL;2 869;121 420 214;42 321;25 597;29 691;116;33
21016;21016A831;LANGEVELD;1 612;85 321 526;52 929;26 588;34 540;130;35
21016;21016A841;ZEECRABBE;108;6 812 755;63 081;33 595;55 584;165;42
21016;21016A85-;BRUGMANN;1 175;44 441 479;37 823;26 373;28 449;108;33
21016;21016A901;CENTRUM-WEST;1 191;46 958 526;39 428;26 979;30 585;113;29
21016;21016A912;GLOBE-WEST;618;22 510 793;36 425;25 795;28 997;112;32
21016;21016A922;WOLVENBERG;694;23 857 699;34 377;25 444;25 996;102;29
21016;21016A933;VOSSEGAT-WEST;1 691;64 315 344;38 034;25 404;25 750;101;28
21016;21016A943;ZEVENBUNDER;598;17 517 510;29 293;22 042;19 223;87;26
21016;21016A954;VOSSEGAT-OOST;211;6 422 455;30 438;25 100;21 052;84;18
21016;21016ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;97;2 227 296;22 962;14 933;17 257;116;7
21017;21017A000;BOSVOORDE CENTRUM;630;22 330 575;35 445;25 245;31 006;123;29
21017;21017A01-;BEZEMHOEK;663;27 134 677;40 927;27 217;36 787;135;36
21017;21017A021;JACHTSTOETDREEF;208;8 595 006;41 322;30 094;37 293;124;31
21017;21017A031;DELLEURLAAN;62;4 996 561;80 590;28 763;45 915;160;51
21017;21017A041;HERTOGENDREEF;443;20 945 470;47 281;29 575;40 953;138;34
21017;21017A08-;VORST-OOST;74;3 838 708;51 874;23 726;41 125;173;27
21017;21017A09-;ZONIENWOUD;7;.;.;.;.;.;.
21017;21017A11-;FLOREAL;846;21 973 435;25 973;19 534;14 771;76;40
21017;21017A12-;LOGIS-NOORD;1 188;33 379 527;28 097;20 165;20 639;102;39
21017;21017A13-;BERKEN;590;28 347 295;48 046;29 942;40 789;136;31
21017;21017A192;DRIE LINDEN STADION;4;.;.;.;.;.;.
21017;21017A212;VOGELVANGSTLAAN;969;46 092 644;47 567;30 420;39 509;130;35
21017;21017A220;LOGIS-ZUID;329;7 261 185;22 070;18 010;14 833;82;43
21017;21017A230;PIEPELINGEN;726;33 310 353;45 882;28 810;38 588;134;33
21017;21017A240;VORST-WEST;437;18 497 893;42 329;28 591;40 593;142;34
21017;21017A312;EIKHOVE;69;3 899 760;56 518;44 598;56 638;127;20
21017;21017A323;TUMULIDREEF;50;5 483 407;109 668;36 740;92 159;251;59
21017;21017A374;KANTORENZONING-ZUID;228;4 445 090;19 496;16 728;7 252;43;43
21017;21017A393;VIJVERS VAN BOSVOORDE;14;.;.;.;.;.;.
21017;21017A41-;VISELAAN;877;33 419 223;38 106;25 623;28 307;110;32
21017;21017A421;WATERMAAL - STATION;86;4 188 498;48 703;35 119;45 850;131;15
21017;21017A432;DRIES;576;25 476 873;44 231;29 386;41 718;142;33
21017;21017A443;VILLE-ET-FORET - ELAND;364;7 251 856;19 923;16 326;6 966;43;44
21017;21017A451;HOGEBOMEN;717;31 053 098;43 310;30 397;40 210;132;35
21017;21017A472;KANTORENZONING-NOORD;15;.;.;.;.;.;.
21017;21017A501;WATERMAAL CENTRUM;236;8 532 164;36 153;25 669;28 599;111;32
21017;21017A512;VANDER ELST - WELDOENSTRAAT;597;25 604 383;42 888;28 578;39 389;138;37
21017;21017A523;IJSVOGEL;942;33 441 201;35 500;27 938;26 552;95;27
21017;21017A534;BEGONIASTRAAT;175;7 653 649;43 735;29 027;34 935;120;42
21017;21017A541;OTTERVANGER - WIENER;603;20 573 281;34 118;22 098;28 025;127;43
21017;21017A613;TERCOIGNELAAN;58;2 593 068;44 708;30 977;41 272;133;38
21017;21017A624;VISSERIJEN;698;23 951 963;34 315;25 360;23 311;92;35
21017;21017A635;BRABANTSE PRINSEN;213;11 571 799;54 328;31 709;47 802;151;36
21017;21017A696;REIGERBOS;66;2 961 189;44 866;27 599;43 269;157;38
21017;21017ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;17;.;.;.;.;.;.
21018;21018A00-;TOMBERG;870;33 260 601;38 231;28 346;28 040;99;25
21018;21018A01-;SINT-LAMBERTUS;475;23 451 991;49 373;28 040;34 729;124;36
21018;21018A02-;SLEGERSLAAN;674;26 645 680;39 534;28 409;27 388;96;23
21018;21018A031;ABELOOS;851;30 343 377;35 656;23 809;25 930;109;41
21018;21018A04-;BEETEPUT;969;37 308 095;38 502;24 383;25 986;107;31
21018;21018A05-;DRIES;558;26 611 227;47 690;28 367;38 690;136;33
21018;21018A09-;RASANTE;116;.;.;30 425;41 630;137;30
21018;21018A12-;STOKKELSESTEENWEG;614;24 188 198;39 394;26 896;31 353;117;31
21018;21018A13-;GROOTVELD;237;6 975 380;29 432;22 238;19 526;88;27
21018;21018A14-;KANSELRIJ;621;19 283 473;31 052;19 534;19 232;98;55
21018;21018A15-;TER BRONNEN;121;5 368 318;44 366;31 571;42 438;134;30
21018;21018A19-;STRUYCKBEKEN;11;.;.;.;.;.;.
21018;21018A20-;GEORGES HENRILAAN;1 708;58 210 751;34 081;24 622;26 882;109;25
21018;21018A21-;DE BROQUEVILLELAAN-NOORD;1 657;61 261 532;36 971;24 815;27 230;110;30
21018;21018A22-;DE BROQUEVILLELAAN-ZUID;887;35 779 662;40 338;26 895;27 129;101;19
21018;21018A24-;LAMBEAULAAN;1 120;48 881 916;43 645;27 917;32 518;116;27
21018;21018A30-;HEILIGE-FAMILIE;681;24 669 848;36 226;23 526;27 684;118;37
21018;21018A311;SCHUMAN PARK;1 362;46 127 284;33 867;26 715;24 593;92;25
21018;21018A32-;POPULIERENHOF;208;9 334 465;44 877;33 883;44 079;130;18
21018;21018A33-;NEERVELD;1 137;43 773 364;38 499;27 798;30 399;109;30
21018;21018A34-;HOF TEN BERG-ZUID;443;23 021 724;51 968;35 754;54 194;152;27
21018;21018A35-;HOF TEN BERG-NOORD;470;10 680 182;22 724;16 925;13 759;81;40
21018;21018A37-;GEMEENSCHAPPEN;207;6 728 026;32 503;25 935;24 856;96;19
21018;21018A3MJ;GULLEDELLE;1 749;76 374 290;43 667;33 840;33 676;100;22
21018;21018A41-;EUROPA;814;29 397 264;36 115;27 977;27 531;98;25
21018;21018A42-;VERVLOESEM;705;26 579 056;37 701;30 162;28 856;96;18
21018;21018A43-;ROODEBEEK;502;19 267 120;38 381;28 764;34 916;121;30
21018;21018A512;SCHILDERSWIJK;833;32 525 455;39 046;30 209;28 626;95;15
21018;21018A60-;ROODEBEEK PARK;346;9 390 733;27 141;20 008;18 227;91;29
21018;21018A61-;HEYDENBERG-OOST;1 007;41 272 177;40 985;27 825;30 571;110;31
21018;21018A62-;HEYDENBERG-WEST;1 801;70 919 264;39 378;27 948;28 011;100;22
21018;21018A63-;STERREBEELDEN;986;33 483 836;33 959;22 068;28 470;129;53
21018;21018A643;TWEE HUIZEN;1 000;24 212 617;24 213;17 579;13 165;75;39
21018;21018A72-;KRUISDAGEN;1 078;40 673 408;37 730;24 108;28 504;118;25
21018;21018A81-;KAPELLEVELD-ZUID;341;8 975 101;26 320;20 244;18 900;93;28
21018;21018A82-;LENNEKE MARE;264;17 421 161;65 989;28 045;52 014;185;42
21018;21018A83-;KLAKKEDELLE;464;20 319 422;43 792;29 364;40 641;138;34
21018;21018A84-;KAPELLEVELD-NOORDOOST;442;10 518 073;23 797;18 219;13 687;75;36
21018;21018A87-;SINT-LUCAS;449;8 014 467;17 850;8 757;22 939;262;43
21018;21018ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;42;1 292 382;30 771;10 424;15 438;148;10
21019;21019A001;CENTRUM;867;35 255 194;40 663;27 101;30 239;112;28
21019;21019A01-;WOLUWELAAN;362;12 980 747;35 858;25 009;24 773;99;24
21019;21019A02-;ZONNEGAARDE;138;.;.;28 045;28 429;101;20
21019;21019A03-;KAPITEIN PIRETLAAN;561;23 139 234;41 246;29 147;31 059;107;17
21019;21019A04-;EGGERICXSTRAAT;516;21 767 516;42 185;26 421;30 393;115;33
21019;21019A052;DON BOSCO;494;20 376 616;41 248;28 885;33 276;115;19
21019;21019A09-;WOLUWEPARK;1;.;.;.;.;.;.
21019;21019A10-;STOKKEL;1 266;45 743 710;36 132;26 343;25 819;98;27
21019;21019A11-;DUIZENDMETERLAAN;497;26 030 845;52 376;26 271;36 210;138;41
21019;21019A12-;SCHERMLAAN;246;15 946 918;64 825;38 279;59 673;156;30
21019;21019A131;KONKEL;765;41 466 580;54 205;31 957;46 317;145;37
21019;21019A14-;HERENDAL;761;34 273 985;45 038;26 985;30 926;115;30
21019;21019A15-;KAPELLEVELD;819;21 183 094;25 865;18 578;15 131;81;43
21019;21019A20-;SINT-PAULUS;539;32 901 406;61 042;32 986;49 086;149;30
21019;21019A21-;MANOIR;758;37 049 453;48 878;24 479;33 027;135;47
21019;21019A22-;PUTDAAL;258;21 698 715;84 104;30 895;55 467;180;37
21019;21019A231;KELLE;508;21 878 106;43 067;27 974;36 362;130;33
21019;21019A242;DREVEKENS;624;24 600 880;39 424;27 722;30 819;111;33
21019;21019A252;MONTGOLFIER;592;28 352 867;47 893;31 247;43 066;138;32
21019;21019A28-;MELLAERTS VIJVERS;44;.;.;23 115;42 650;185;48
21019;21019A30-;EGELANTIERENLAAN;416;22 528 587;54 155;30 013;37 676;126;21
21019;21019A31-;BEMEL;575;28 710 497;49 931;29 431;42 625;145;38
21019;21019A32-;VOGELZANG;1 238;54 006 121;43 624;27 693;33 107;120;31
21019;21019A33-;MIMOSASLAAN;932;38 392 726;41 194;27 786;26 591;96;23
21019;21019A34-;EUROPAWIJK;455;25 081 118;55 123;34 732;46 514;134;29
21019;21019A35-;HORIZONLAAN;656;37 532 764;57 215;27 092;33 537;124;34
21019;21019A40-;SINT-ALEIDIS;1 355;63 128 725;46 589;31 225;42 738;137;30
21019;21019A41-;MOOI BOS-WIJK;528;22 455 371;42 529;27 843;33 166;119;37
21019;21019A42-;SALOMELAAN;592;30 044 608;50 751;29 168;36 303;124;32
21019;21019A43-;GROENE CORNICHE;227;16 253 031;71 599;33 095;52 147;158;35
21019;21019A441;FAZANTENPARK;161;18 954 393;117 729;28 863;49 780;172;25
21019;21019A45-;SCHROEFLAAN;417;20 596 863;49 393;29 008;41 059;142;29
21019;21019A492;BOS;1;.;.;.;.;.;.
21019;21019A51-;SINT-MICHIELSCOLLEGE;754;32 096 675;42 569;28 127;34 510;123;26
21019;21019A52-;HERTOGSTRAAT;696;29 881 575;42 933;26 610;28 855;108;27
21019;21019ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;25;731 299;29 252;15 733;29 049;185;28
23002;23002A00-;ASSE - CENTRUM;1 432;44 933 096;31 378;25 331;20 663;82;24
23002;23002A01-;ASSE KERN-NOORD;886;31 143 169;35 150;27 962;24 623;88;23
23002;23002A02-;ASSE PARK;205;12 000 988;58 541;40 930;46 813;114;22
23002;23002A030;MARLIER;358;11 168 593;31 197;21 542;22 153;103;53
23002;23002A042;KOUDERTAVEERNE;447;21 377 524;47 824;34 826;39 718;114;25
23002;23002A081;TERLINDEN MORETTE;119;5 780 130;48 573;34 347;46 199;135;37
23002;23002A090;ASSE STWG. AALST BRUSSEL-NOORD VERSPREIDE BEWONING;652;29 237 285;44 842;32 501;42 684;131;30
23002;23002A100;WALFERGEM;470;14 661 057;31 194;26 138;20 945;80;16
23002;23002A112;LINDENDRIES;413;19 858 860;48 084;33 186;43 153;130;33
23002;23002A123;ZITTERT;770;34 035 669;44 202;31 301;35 705;114;30
23002;23002A132;VOSBERG;549;26 004 750;47 367;34 006;38 194;112;27
23002;23002A143;BOEKFOS;448;19 130 618;42 702;27 817;38 082;137;39
23002;23002A181;WOLFROT;43;1 408 325;32 752;17 975;34 535;192;84
23002;23002A191;TENBERG;55;.;.;32 293;38 538;119;42
23002;23002A20-;ASBEEK - KERN;172;8 930 447;51 921;38 314;43 066;112;24
23002;23002A29-;LOUWIJN;277;15 355 402;55 435;37 472;49 261;131;39
23002;23002A30-;TERHEIDE - KERN;896;33 085 053;36 925;28 376;27 964;99;29
23002;23002A38-;TERHEIDE - VERSPREIDE BEWONING;116;5 740 957;49 491;33 822;47 365;140;40
23002;23002A390;TERHEIDE -VERSPR. BEW. -NOORD;7;.;.;.;.;.;.
23002;23002A400;KROKEGEM - KERN;1 068;39 531 058;37 014;28 607;27 056;95;25
23002;23002A480;KROKEGEM -STEENWEG AALST - BRUSSEL -NOORD -VERSPR. BEW.;140;6 003 537;42 882;32 856;25 573;78;-3
23002;23002A49-;KROKEGEM -STEENWEG AALST - BRUSSEL -ZUID -VERSPR. BEW.;50;2 405 792;48 116;35 126;46 732;133;26
23002;23002B000;MOLLEM - CENTRUM;252;9 433 461;37 434;28 578;32 003;112;31
23002;23002B01-;VRIJLEGEM;195;8 445 984;43 313;33 707;36 968;110;23
23002;23002B02-;MOLLEM STATIONSSTRAAT - SCHERMERSHOEK;396;17 176 455;43 375;32 751;36 268;111;33
23002;23002B090;MOLLEM VERSPREIDE BEWONING;258;12 278 653;47 592;37 934;48 263;127;24
23002;23002B1MA;BOLLEBEEK;12;.;.;.;.;.;.
23002;23002B1PA;VELDEKEN;81;.;.;34 567;35 187;102;23
23002;23002C00-;KOBBEGEM - KERN;278;16 790 193;60 396;35 597;48 027;135;36
23002;23002C072;KOBBEGEM GENTSE STEENWEG;154;.;.;35 972;33 317;93;6
23002;23002C091;KOBBEGEM VERSPREIDE BEWONING;11;.;.;.;.;.;.
23002;23002D00-;RELEGEM - KERN;133;.;.;31 817;24 644;77;32
23002;23002D01-;RELEGEM MILITAIR DOMEIN;6;.;.;.;.;.;.
23002;23002D022;BLOEMISTENSTRAAT;136;5 986 955;44 022;33 730;34 350;102;21
23002;23002D033;UILENSPIEGEL - MEIVELD;320;15 466 668;48 333;40 188;40 690;101;11
23002;23002D091;RELEGEM VERSPREIDE BEWONING;227;10 754 967;47 379;34 826;43 810;126;31
23002;23002E000;ZELLIK - CENTRUM;1 062;32 409 434;30 517;25 610;21 496;84;18
23002;23002E01-;BREUGHELPARK;919;23 930 406;26 040;22 967;16 980;74;20
23002;23002E020;HOOGTEPUNT;514;17 469 932;33 988;26 186;23 429;89;26
23002;23002E042;MOLEKEN;1 235;46 013 821;37 258;28 122;27 274;97;27
23002;23002E052;NEERZELLIK;552;22 573 426;40 894;29 646;36 615;124;32
23002;23002E070;BETTEGEM;126;5 130 196;40 716;34 744;42 642;123;8
23002;23002E081;ZELLIK VERSPREIDE BEWONING;83;2 541 852;30 625;27 807;19 722;71;6
23002;23002E091;HOOGHOF;43;2 096 929;48 766;42 493;43 384;102;4
23002;23002E10-;ZELLIK STEENWEG OP GENT;181;5 024 215;27 758;22 767;19 795;87;25
23002;23002E11-;HORING;925;31 398 130;33 944;25 930;25 093;97;23
23002;23002E12-;KERREMANSHOEK;122;3 203 373;26 257;20 160;21 633;107;18
23002;23002E190;RENBAAN;15;.;.;.;.;.;.
23002;23002E293;SCHALIENHOF;14;.;.;.;.;.;.
23002;23002F002;BEKKERZEEL-CENTRUM;167;6 687 155;40 043;28 770;29 912;104;37
23002;23002F091;BEKKERZEEL VERSPREIDE BEWONING;192;8 651 239;45 059;34 018;33 771;99;14
23002;23002ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;22;391 598;17 800;14 995;13 904;93;-33
23003;23003A001;BEERSEL-KERN;620;24 081 941;38 842;29 251;31 209;107;28
23003;23003A012;KERKVELD;1 088;48 813 876;44 866;31 839;38 052;120;31
23003;23003A022;LAARHEIDE;251;10 141 112;40 403;32 973;37 350;113;18
