NIS code van de gemeente;Code van de sector;Naam van de sector;Aantal aangiften;Totaal netto belastbaar inkomen;Gemiddeld inkomen per aangifte;Mediaan inkomen per aangifte;Interkwartiel verschil;Interkwartiele coëfficiënt;Interkwartiele assymmetrie
73032;73032D062;SCHABOS;72;1 745 606;24 245;19 372;12 660;65;34
73032;73032D091;ST-HUIBRECHTS-HERN-VERSPR.BEW.;131;4 887 942;37 313;29 556;29 816;101;31
73032;73032D183;VRIJHERN;107;4 610 050;43 085;30 314;26 921;89;21
73032;73032E00-;SCHALKHOVEN-KERN;113;.;.;30 169;34 799;115;47
73032;73032E09-;SCHALKHOVEN - VERSPREIDE BEW.;41;.;.;33 857;32 451;96;42
73032;73032ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;4;.;.;.;.;.;.
73040;73040A00-;KORTESSEM-KERN;1 050;39 567 345;37 683;29 743;26 860;90;23
73040;73040A012;HAECHEN;569;20 864 354;36 668;30 904;28 496;92;14
73040;73040A083;PRINTHAGEN - PAMPERVELD;179;8 199 273;45 806;29 811;26 453;89;25
73040;73040A091;BOMBROEK;114;.;.;36 386;35 578;98;10
73040;73040A1MA;INDUSTRIETERREIN HERBROEK;29;.;.;22 853;16 229;71;44
73040;73040A1PA;HERBROEK;121;4 487 109;37 084;31 234;27 220;87;15
73040;73040B00-;WINTERSHOVEN-KERN;128;5 479 032;42 805;34 181;36 129;106;23
73040;73040B091;WINTERSHOVEN - VERSPREIDE BEW.;84;3 493 861;41 594;31 855;38 084;120;31
73040;73040B112;MERSENHOVEN;113;4 387 706;38 829;30 283;28 290;93;12
73040;73040C00-;VLIERMAALROOT-KERN;362;12 438 113;34 359;25 946;22 226;86;21
73040;73040C082;SITSINGEN;186;6 937 481;37 298;29 964;32 966;110;31
73040;73040C091;MOLENBEEK - JONGENBOS;171;6 541 611;38 255;31 968;32 193;101;26
73040;73040D00-;VLIERMAAL-KERN;393;15 024 701;38 231;31 107;30 061;97;23
73040;73040D08-;ZAMMELEN;169;6 610 388;39 115;32 841;34 921;106;13
73040;73040D082;EGGERTINGEN;103;3 642 551;35 365;27 798;30 064;108;41
73040;73040D091;VLIERMAAL-VERSPREIDE BEWONING;437;15 825 716;36 214;27 544;25 754;94;29
73040;73040E000;GUIGOVEN-KERN;420;15 773 285;37 555;32 021;28 354;89;16
73040;73040E091;GUIGOVEN-VERSPREIDE BEWONING;70;2 213 068;31 615;27 172;26 373;97;21
73040;73040E112;MERSENHOVEN;92;4 507 834;48 998;37 797;38 649;102;23
73040;73040ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;4;.;.;.;.;.;.
73042;73042A001;LANAKEN-CENTRUM;2 025;59 289 960;29 279;24 201;18 181;75;22
73042;73042A02-;TONGERSESTEENWEG;31;1 003 695;32 377;27 218;18 661;69;28
73042;73042A032;PANNESTRAAT - MAASTRICHTERWEG;1 657;53 001 399;31 986;26 301;23 122;88;25
73042;73042A042;KEWITH;408;15 614 156;38 270;32 079;28 295;88;11
73042;73042A053;HEIDE;262;14 708 071;56 138;34 186;47 284;138;45
73042;73042A091;OP DE PUIN;15;.;.;.;.;.;.
73042;73042A10-;SMEERMAAS;671;19 562 873;29 155;24 333;20 842;86;16
73042;73042A112;SMEERMAAS - UITBREIDEING;575;17 999 412;31 303;26 071;26 540;102;20
73042;73042A173;LANAKEN   INDUSTRIEZONES;107;3 720 467;34 771;22 772;34 955;153;57
73042;73042A191;HOCHT;14;.;.;.;.;.;.
73042;73042A29-;BRIEGDEN - LANAKEN;4;.;.;.;.;.;.
73042;73042A311;PIETERSEM;1 080;39 654 600;36 717;30 969;30 691;99;20
73042;73042A322;GEENEIND;345;11 005 883;31 901;21 486;19 227;89;45
73042;73042A394;PIETERSEMBOS;222;7 493 187;33 753;23 320;18 188;78;34
73042;73042A415;TOURNEBRIDE;254;18 649 008;73 421;36 226;49 050;135;28
73042;73042A516;BESSEMER;72;2 850 065;39 584;31 934;36 546;114;21
73042;73042B001;OUD REKEM;249;11 407 722;45 814;27 997;36 366;130;37
73042;73042B011;BOVENWEZET;564;18 613 005;33 002;27 383;20 703;76;18
73042;73042B022;NIEUW REKEM;395;15 376 126;38 927;31 713;33 188;105;23
73042;73042B032;DAALWEZET;585;16 708 140;28 561;23 881;19 905;83;23
73042;73042B09-;WINDMOLENVELD;132;5 746 163;43 532;32 398;39 865;123;19
73042;73042B0AA;HANGVELD;291;11 378 981;39 103;34 834;27 997;80;5
73042;73042B0PA;COLMONTERVELD;16;.;.;.;.;.;.
73042;73042B112;VILLAWIJK - REKEM;83;7 887 645;95 032;49 404;83 771;170;18
73042;73042B163;ZONNEVIJVER;80;.;.;25 228;15 755;62;-4
73042;73042B1PN;NATUURRESERVAAT;158;3 454 437;21 864;16 193;7 749;48;-3
73042;73042C001;NEERHAREN-CENTRUM;457;18 145 741;39 706;29 956;30 887;103;32
73042;73042C012;NEERHAREN - UITBREIDING;454;.;.;27 887;32 106;115;30
73042;73042C09-;HERBRICHT;11;.;.;.;.;.;.
73042;73042D00-;VELDWEZELT-CENTRUM;1 482;46 626 828;31 462;26 515;24 912;94;24
73042;73042D012;WINEVEN;202;7 463 744;36 949;31 551;28 475;90;18
73042;73042D073;VELDWEZELT - INDUSTRIEZONE;3;.;.;.;.;.;.
73042;73042D091;VELDWEZELT-VERSPREIDE BEWONING;142;5 814 231;40 945;32 987;29 537;90;16
73042;73042D100;KESSELT-KERN;225;8 561 007;38 049;30 377;26 973;89;29
73042;73042D190;KESSELT-VERSPREIDE BEWONING;91;.;.;32 391;25 385;78;29
73042;73042E00-;GELLIK - KERN;823;29 051 229;35 299;29 834;27 423;92;17
73042;73042E012;HEIKANT;283;10 707 146;37 834;32 140;26 836;83;28
73042;73042E091;ALBERTKANAAL-NOORD-VERSPR.BEW.;201;7 655 607;38 088;33 451;30 063;90;14
73042;73042E11-;BRIEGDEN - GELLIK;162;.;.;29 006;29 267;101;23
73042;73042E19-;KOMVELD;10;.;.;.;.;.;.
73042;73042ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;13;.;.;.;.;.;.
73066;73066A000;RIEMST-KERN;468;15 125 184;32 319;25 813;20 840;81;22
73066;73066A012;KRINKELSCHACHT;320;11 137 067;34 803;25 154;26 447;105;37
73066;73066A083;RIEMST - VERSPR. BEW.- NOORD;93;2 983 088;32 076;27 939;18 524;66;12
73066;73066A091;RIEMST - VERSPR. BEW.- ZUID;150;6 210 778;41 405;32 341;31 905;99;14
73066;73066B00-;HERDEREN-KERN;800;29 753 205;37 192;30 335;28 427;94;25
73066;73066B09-;HERDEREN - VERSPREIDE BEWONING;110;4 072 442;37 022;30 380;28 255;93;34
73066;73066C000;VLIJTINGEN-KERN;1 082;37 824 043;34 958;28 463;27 529;97;30
73066;73066C010;LAFELD;211;8 020 725;38 013;27 956;32 164;115;27
73066;73066C082;LAFELD - VERSPREIDE BEWONING;54;2 075 208;38 430;30 101;28 267;94;33
73066;73066C091;VLIJTINGEN - VERSPR. BEWONING;95;3 492 431;36 762;31 862;27 992;88;21
73066;73066D00-;VROENHOVEN-CENTRUM;458;14 257 996;31 131;24 754;24 930;101;33
73066;73066D01-;HEUKELOM;102;3 987 553;39 094;30 586;28 913;95;36
73066;73066D08-;VAART-NOORD-VERSPR. BEWONING;123;3 345 728;27 201;22 450;23 096;103;34
73066;73066D09-;VAART-ZUID-VERSPREIDE BEWONING;170;6 932 722;40 781;30 803;29 295;95;30
73066;73066E00-;KANNE-CENTRUM;514;20 435 762;39 758;25 641;24 725;96;39
73066;73066E01-;OVER DE BRUG;77;2 799 979;36 363;27 700;23 195;84;33
73066;73066E080;'T VELDJE - GULDENDAEL;51;.;.;28 739;22 309;78;-11
73066;73066E090;OP DE BERG - MUIZENBERG;14;.;.;.;.;.;.
73066;73066F001;ZICHEN-CENTRUM;375;12 788 887;34 104;27 834;25 290;91;25
73066;73066F012;BOLDER-CENTRUM;534;19 383 602;36 299;29 603;31 042;105;22
73066;73066F022;ZICHEN - OOST;140;4 935 536;35 254;27 535;22 822;83;33
73066;73066F090;ZICHEN-BOLDER-VERSPR. BEWONING;164;5 382 736;32 822;28 730;23 667;82;18
73066;73066F101;ZUSSEN-KERN;299;9 247 294;30 927;25 996;19 799;76;18
73066;73066F112;ZUSSEN - OOST;256;9 252 908;36 144;29 252;29 432;101;24
73066;73066F191;ZUSSEN - VERSPREIDE BEWONING;69;2 733 272;39 613;31 789;40 643;128;36
73066;73066G001;MEER-CENTRUM;408;13 916 561;34 109;29 054;26 054;90;22
73066;73066G090;MEER - VERSPREIDE BEWONING;73;2 459 436;33 691;27 641;28 382;103;31
73066;73066G100;VAL-KERN;359;12 608 770;35 122;29 030;23 395;81;26
73066;73066G112;TUSSEN VAL EN MEER;122;4 483 298;36 748;29 794;30 864;104;34
73066;73066G190;VAL - VERSPREIDE BEWONING;51;1 943 636;38 111;32 605;25 812;79;18
73066;73066H00-;MILLEN-KERN;669;21 027 906;31 432;25 580;24 044;94;23
73066;73066H082;ELST;61;2 186 068;35 837;31 265;30 863;99;23
73066;73066H091;MILLEN - VERSPREIDE BEWONING;185;6 202 562;33 527;27 716;26 822;97;24
73066;73066J00-;GENOELSELDEREN-KERN;190;7 244 755;38 130;29 989;31 697;106;34
73066;73066J012;GENOELSELDEREN KERN-UITBREID.;86;4 011 192;46 642;30 115;30 942;103;38
73066;73066J091;GENOELSELDEREN - VERSPR. BEW.;25;1 468 739;58 750;38 524;34 735;90;-9
73066;73066K00-;MEMBRUGGEN-KERN;286;10 143 517;35 467;29 457;25 600;87;8
73066;73066K08-;KLEIN-MEMBRUGGEN;76;2 989 718;39 338;34 935;35 081;100;-2
73066;73066K091;MEMBRUGGEN-VERSPREIDE BEWONING;116;4 169 199;35 941;30 647;30 787;100;21
73066;73066ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;9;.;.;.;.;.;.
73083;7308310PQ;HEERS;5;.;.;.;.;.;.
73083;73083A001;TONGEREN-CENTRUM;1 486;45 306 901;30 489;24 713;20 758;84;21
73083;73083A011;TONGEREN - KERKHOF;674;18 747 072;27 815;22 326;17 257;77;27
73083;73083A012;BILZERSTEENWEG - DRIEKRUIZEN;98;3 751 938;38 285;27 601;20 994;76;36
73083;73083A022;TONGEREN - STATION;508;12 910 442;25 414;21 262;15 129;71;33
73083;73083A032;LEOPOLDSWAL - SPORTPLEIN;89;3 197 728;35 930;28 720;30 700;107;31
73083;73083A041;CENTRUM - SINT-TRUIDENSTEENWEG;407;13 653 441;33 547;28 301;23 224;82;18
73083;73083A051;CAESARLAAN;108;3 159 171;29 252;23 848;21 551;90;30
73083;73083A101;SINT-LUTGARD;460;14 792 499;32 158;27 524;25 006;91;16
73083;73083A112;BERG - STEENWEG;234;8 521 916;36 418;30 488;31 860;104;13
73083;73083A123;JAMINE;106;2 497 695;23 563;20 113;13 964;69;19
73083;73083A132;SINT-LUTGARD - AMBIORIX;609;21 279 031;34 941;27 119;26 681;98;35
73083;73083A182;HENIS - OVER HET SPOOR;210;7 090 255;33 763;28 537;25 091;88;23
73083;73083A183;BAVERSSTRAAT;59;2 264 975;38 389;31 110;27 462;88;36
73083;73083A19-;BLAAR;97;3 580 375;36 911;28 971;35 145;121;28
73083;73083A202;PLINIUS;329;9 111 142;27 693;21 898;18 775;86;38
73083;73083A213;BROEK;321;11 055 258;34 440;28 007;23 965;86;19
73083;73083A221;GASTHUISBOS;115;4 156 680;36 145;30 286;30 783;102;21
73083;73083A222;RIKSINGEN - NIEUWE STEENWEG;49;2 333 480;47 622;42 924;40 605;95;13
73083;73083A282;NEERREPEN - ROOI-STEENWEG;44;1 608 951;36 567;31 511;26 710;85;12
73083;73083A291;MULKEN - BETHO;120;4 173 091;34 776;28 215;27 674;98;24
73083;73083A303;NIEUW TONGEREN;780;20 758 015;26 613;22 471;19 012;85;34
73083;73083A314;FRANCART;136;4 410 308;32 429;23 436;31 125;133;51
73083;73083A401;MOTMOLEN;1 055;30 803 473;29 198;22 689;19 605;86;33
73083;73083A413;OFFELKE;165;5 222 874;31 654;26 800;20 700;77;27
73083;73083A422;LUIKERPOORT;258;8 827 015;34 213;27 238;22 418;82;20
73083;73083A434;SINT-JAN;867;23 910 379;27 578;21 236;16 810;79;38
73083;73083A472;OVERHAAM;25;921 252;36 850;32 933;28 071;85;-10
73083;73083A491;LUIKERSTEENWEG;75;3 165 889;42 212;35 990;30 722;85;-1
73083;73083A503;SINT-MATERNUS;899;34 117 881;37 951;28 860;28 862;100;22
73083;73083A513;KONINKSEM - PASPOEL;279;6 963 908;24 960;19 048;14 505;76;51
73083;73083A592;SINT-MATERNUS KATZIJ;189;10 640 781;56 300;45 862;56 684;124;11
73083;73083B000;KONINKSEM-KERN;291;.;.;25 616;23 724;93;26
73083;73083B012;KONINKSEM - KASSEI;445;20 002 311;44 949;38 235;33 825;88;11
73083;73083B091;KONINKSEM-VERSPREIDE BEWONING;4;.;.;.;.;.;.
73083;73083C00-;NEERREPEN-KERN;81;3 601 440;44 462;35 778;42 878;120;25
73083;73083C091;NEERREPEN-VERSPREIDE BEWONING;37;1 262 693;34 127;22 781;22 968;101;53
73083;73083D001;RIKSINGEN-CENTRUM;298;12 800 947;42 956;32 394;34 319;106;31
73083;73083D012;DASHOVEN-NOORD;106;3 861 848;36 433;33 825;27 973;83;-4
73083;73083D091;RIKSINGEN-VERSPREIDE BEWONING;52;2 494 098;47 963;42 070;41 712;99;12
73083;73083D111;SCHABOT;87;2 898 972;33 322;28 142;25 242;90;13
73083;73083E000;HENIS-CENTRUM;284;11 567 369;40 730;34 479;31 393;91;20
73083;73083E091;HENIS - VERSPREIDE BEWONING;123;6 173 998;50 195;33 385;35 760;107;16
73083;73083E112;DASHOVEN-ZUID;61;2 419 505;39 664;34 303;30 944;90;-5
73083;73083F002;KETSINGEN-KERN;145;5 361 061;36 973;31 596;25 780;82;13
73083;73083F081;NOENELDEREN;61;2 444 668;40 077;33 037;29 493;89;22
73083;73083F091;BERG-KERN;101;4 688 549;46 421;38 648;43 125;112;9
73083;73083G00-;MAL-DORP;172;8 674 331;50 432;31 376;38 732;123;40
73083;73083G082;MAL - JEKER;106;.;.;34 732;34 187;98;15
73083;73083G091;MAL - VERSPREIDE BEWONING;17;.;.;.;.;.;.
73083;73083G100;KLEIN MAL;329;11 778 335;35 800;30 500;29 074;95;19
73083;73083H00-;SLUIZEN-KERN;300;10 250 685;34 169;27 585;29 084;105;34
73083;73083H082;KERKEDRIES;15;.;.;.;.;.;.
73083;73083H091;SLUIZEN - VERSPREIDE BEWONING;66;.;.;29 405;25 156;86;20
73083;73083J000;NEREM-KERN;567;18 264 627;32 213;27 856;22 621;81;18
73083;73083J082;NEREM - VERSPR. BEW.- ZUID;3;.;.;.;.;.;.
73083;73083J091;SCHERPENBERG;4;.;.;.;.;.;.
73083;73083K00-;VREREN-KERN;437;15 781 640;36 114;29 260;27 475;94;31
73083;73083K013;KLEIN VELD;419;16 044 904;38 293;31 115;32 061;103;29
73083;73083K082;KOGELHAAL;50;2 119 724;42 394;30 586;36 864;121;24
73083;73083K091;KROMME GRACHT;81;2 735 330;33 770;27 247;28 743;105;17
73083;73083K10-;DIETS-HEUR-KERN;162;4 887 995;30 173;25 362;21 041;83;21
73083;73083K19-;DIETS-HEUR - VERSPR. BEWONING;37;1 423 329;38 468;33 142;25 840;78;24
73083;73083L00-;RUTTEN-KERN;426;14 849 985;34 859;28 182;27 166;96;31
73083;73083L09-;RUTTEN - VERSPREIDE BEWONING;33;1 152 245;34 917;26 536;24 255;91;3
73083;73083M00-;LAUW-KERN;491;16 618 801;33 847;26 309;24 777;94;30
73083;73083M09-;LAUW - VERSPREIDE BEWONING;89;3 343 823;37 571;29 159;32 049;110;26
73083;73083N00-;WIDOOIE-KERN;215;.;.;30 319;24 359;80;0
73083;73083N099;WIDOOIE - VERSPREIDE BEWONING;15;.;.;.;.;.;.
73083;73083P00-;PIRINGEN-KERN;227;8 261 549;36 394;29 608;33 243;112;24
73083;73083P012;PIRINGENSTEENWEG;246;9 409 363;38 249;28 943;33 636;116;36
73083;73083P091;PIRINGEN - VERSPREIDE BEWONING;70;2 013 801;28 769;26 308;21 533;82;10
73083;73083R00-;OVERREPEN-KERN;271;11 117 520;41 024;30 504;32 110;105;33
73083;73083R09-;OVERREPEN-VERSPREIDE BEWONING;125;4 754 825;38 039;31 685;26 918;85;20
73083;73083S000;'S HERENELDEREN-KERN;211;7 392 068;35 033;28 290;24 305;86;24
73083;73083S090;'S HERENELDEREN - VERSPR. BEW.;88;3 375 153;38 354;30 082;27 678;92;25
73083;73083ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;4;.;.;.;.;.;.
73098;73098A00-;WELLEN-CENTRUM;763;25 674 333;33 649;26 633;23 704;89;21
73098;73098A01-;OVERBROEK;388;13 316 322;34 320;29 607;24 107;81;10
73098;73098A022;PLATTESTRAAT - HOUTSTRAAT;189;7 774 057;41 133;32 884;32 016;97;27
73098;73098A032;PAPEKELE;266;10 165 628;38 217;29 659;28 631;97;32
73098;73098A091;ABSWELLEN;184;6 706 755;36 450;29 266;23 211;79;27
73098;73098A10-;VROLINGEN-KERN;566;21 264 972;37 571;31 059;29 158;94;25
73098;73098A191;VROLINGEN - KUKKELBERG;377;13 129 529;34 826;26 866;30 851;115;38
73098;73098A20-;BOS;177;5 796 148;32 747;26 434;23 591;89;32
73098;73098A290;BOSVELD - LANGENAKKER;162;5 526 262;34 113;27 814;29 288;105;26
73098;73098A393;RUSSELT;517;20 686 285;40 012;32 909;31 767;97;21
73098;73098B09-;HERTEN;58;2 214 256;38 177;28 976;23 261;80;27
73098;73098C00-;BERLINGEN-KERN;71;.;.;23 070;22 754;99;50
73098;73098C09-;BERLINGEN-VERSPREIDE BEWONING;48;.;.;30 055;22 595;75;12
73098;73098D00-;ULBEEK-KERN;131;4 207 779;32 120;27 779;22 048;79;19
73098;73098D082;BEURS;82;3 290 773;40 131;32 658;38 899;119;26
73098;73098D091;ULBEEK - VERSPREIDE BEWONING;289;11 726 029;40 574;31 790;30 382;96;18
73098;73098ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;3;.;.;.;.;.;.
73107;73107A001;MECHELEN-AAN-DE-MAAS-CENTRUM;1 814;58 369 921;32 177;27 277;23 932;88;19
73107;73107A011;HEERSTRAAT;77;2 365 098;30 716;27 712;21 724;78;6
73107;73107A042;KERKHOF;705;20 071 299;28 470;23 932;18 739;78;25
73107;73107A053;DE ROOS HAGEN;564;16 302 445;28 905;23 943;19 318;81;26
73107;73107A072;MECHELEN-AAN-DE-MAAS-INDUSTRIE;17;.;.;.;.;.;.
73107;73107A08-;ACHTER HET KANAAL;29;833 564;28 744;22 839;15 296;67;47
73107;73107A101;PROOSTERBOS;1 558;47 657 062;30 589;25 855;22 217;86;28
73107;73107A112;DE HULST;393;15 115 565;38 462;30 422;33 244;109;26
73107;73107A123;LOTEN;252;11 415 765;45 301;30 219;35 538;118;25
73107;73107A134;DE MEYSBERG;136;5 541 944;40 750;31 542;35 387;112;21
73107;73107A191;PRINSENPARK;156;6 378 733;40 889;33 763;28 087;83;14
73107;73107A299;MECHELSE HEIDE;9;.;.;.;.;.;.
73107;73107A302;MARIAHEIDE;1 534;41 024 443;26 743;22 740;17 625;78;25
73107;73107A315;PELSHEI;364;13 715 319;37 679;30 919;25 311;82;12
73107;73107A330;MARIAHOF;1 075;30 922 537;28 765;24 677;18 318;74;23
73107;73107B00-;OPGRIMBIE-DORP;637;19 685 955;30 904;25 932;20 012;77;21
73107;73107B01-;HEIKANT;608;20 880 279;34 343;28 775;25 696;89;25
73107;73107B081;HEIWIJK - ONDER DE BERG;31;869 861;28 060;23 446;28 938;123;23
73107;73107B090;DAALGRIMBIE;178;5 810 666;32 644;23 757;28 276;119;40
73107;73107B0AP;KLEIN SPANJE;580;17 055 101;29 405;22 128;21 906;99;45
73107;73107C00-;VUCHT-DORP;425;12 809 716;30 141;25 409;23 659;93;22
73107;73107C091;HET BROEK;98;3 285 698;33 528;32 271;25 510;79;2
73107;73107C101;MARIAHEIDE;618;14 684 951;23 762;20 657;14 325;69;35
73107;73107C112;ROSHAAG;627;17 979 014;28 675;23 877;21 330;89;28
73107;73107C122;LOO;222;8 426 939;37 959;33 160;23 658;71;20
73107;73107D000;EISDEN-DORP;872;24 564 519;28 170;22 538;20 206;90;37
73107;73107D022;SCHIETSKUIL;335;7 754 019;23 146;20 361;13 343;66;32
73107;73107D091;POMPSTATION;161;5 551 061;34 479;27 925;30 911;111;28
73107;73107D101;PAUWENGRAAF;1 149;27 907 756;24 289;21 246;14 853;70;18
73107;73107D112;BEREMSHEUVEL;650;14 918 442;22 951;20 160;13 393;66;36
73107;73107D123;DRAAIMORTEL;177;5 457 524;30 833;26 679;21 203;79;5
73107;73107D201;TUINWIJK;1 689;50 112 460;29 670;25 145;19 599;78;18
73107;73107D212;VERLENGDE PAUWENGRAAF;389;10 553 603;27 130;23 675;19 064;81;20
73107;73107D222;BOFINEX;140;6 363 002;45 450;38 277;44 993;118;22
73107;73107D281;LIMBURG - MAAS;21;.;.;26 847;48 114;179;5
73107;73107D293;EISDEN - SPORTCENTRUM;15;.;.;.;.;.;.
73107;73107E000;LEUT-KERN;620;24 632 095;39 729;30 349;29 735;98;26
73107;73107E090;LEUT - VERSPREIDE BEWONING;240;8 958 311;37 326;31 330;30 364;97;19
73107;73107F000;MEESWIJK-KERN;468;15 689 099;33 524;29 674;26 604;90;21
73107;73107F090;MEESWIJK - VERSPREIDE BEWONING;33;1 139 269;34 523;32 393;25 255;78;-3
73107;73107G000;BOORSEM-CENTRUM;469;16 235 737;34 618;27 151;26 409;97;21
73107;73107G09-;MONNIKHOF - ZIJPBEEL;130;4 308 932;33 146;27 843;24 288;87;28
73107;73107G10-;KOTEM;350;10 753 002;30 723;26 050;20 826;80;22
73107;73107G112;KOTEM - UITBREIDING;89;3 616 312;40 633;35 952;32 002;89;14
73107;73107G199;MAAS - VERSPREIDE BEWONING;126;4 733 148;37 565;27 108;27 137;100;25
73107;73107G29-;STORMVOGEL;106;3 266 766;30 819;24 851;23 175;93;26
73107;73107H00-;UIKHOVEN-CENTRUM;509;17 118 262;33 631;26 709;23 851;89;32
73107;73107H010;STEEGSTRAAT - LINDJESWEG;116;4 629 727;39 911;35 384;32 445;92;12
73107;73107H090;UIKHOVEN - VERSPREIDE BEWONING;87;2 675 322;30 751;26 931;18 754;70;5
73107;73107ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;16;.;.;.;.;.;.
73109;73109A000;'S GRAVENVOEREN-KERN;586;19 565 741;33 389;25 254;22 820;90;27
73109;73109A012;SCHOPPEM;62;2 294 780;37 013;31 349;22 213;71;9
73109;73109A091;'S GRAVENVOEREN -VERSPR. BEW.;210;8 587 144;40 891;33 949;31 857;94;16
73109;73109B000;SINT-MARTENS-VOEREN-KERN;195;6 332 403;32 474;26 107;26 372;101;27
73109;73109B012;PLANK;68;2 578 594;37 920;28 150;36 099;128;34
73109;73109B023;VEURS;52;2 126 095;40 886;31 840;39 532;124;22
73109;73109B091;ST.-MARTENS-VOEREN-VERSPR.BEW.;158;5 423 323;34 325;28 392;28 020;99;13
73109;73109C000;TEUVEN-KERN;95;3 389 815;35 682;33 504;31 840;95;-10
73109;73109C08-;NUROP;54;1 742 187;32 263;21 832;21 767;100;30
73109;73109C090;SINNICH;111;3 247 691;29 258;23 829;24 742;104;41
73109;73109D00-;REMERSDAAL-KERN;53;1 691 744;31 920;25 244;27 641;109;16
73109;73109D09-;REMERSDAAL-VERSPREIDE BEWONING;110;3 744 940;34 045;27 278;30 110;110;26
73109;73109E00-;SINT-PIETERS-VOEREN-KERN;56;2 171 837;38 783;32 986;27 552;84;11
73109;73109E09-;ST.-PIETERS-VOEREN-VERSPR.BEW.;82;2 897 036;35 330;25 902;35 706;138;48
73109;73109F00-;MOELINGEN - KERN;239;7 924 709;33 158;27 247;25 655;94;20
73109;73109F012;WIT-HUIS;214;.;.;28 743;27 735;96;26
73109;73109F091;MOELINGEN-VERSPREIDE BEWONING;37;.;.;26 268;23 175;88;46
73109;73109ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;1;.;.;.;.;.;.
81001;81001A00-;SAINT-DONAT;954;24 012 790;25 171;20 417;17 686;87;28
81001;81001A01-;ARLON-CENTRE-SUD;1 020;41 555 314;40 741;27 912;31 168;112;30
81001;81001A02-;SAINT-MARTIN;994;37 395 199;37 621;27 459;27 387;100;20
81001;81001A031;ARLON-CENTRE-NORD;782;31 560 623;40 359;31 068;30 558;98;25
81001;81001A042;HUNEBORG;262;9 971 061;38 057;28 656;33 341;116;25
81001;81001A053;STE CROIX;729;30 715 277;42 133;33 397;31 227;94;23
81001;81001A10-;SPETZ;464;22 439 971;48 362;34 462;44 372;129;29
81001;81001A201;SEMOIS;718;28 234 672;39 324;31 668;33 266;105;19
81001;81001A212;PATTON;1 152;40 605 364;35 248;28 172;29 371;104;21
81001;81001A22-;SESSELICH-CENTRE;15;.;.;.;.;.;.
81001;81001A232;SESSELICH-NORD;81;4 439 087;54 804;43 865;50 134;114;12
81001;81001A273;PATTON - ZONING;2;.;.;.;.;.;.
81001;81001A291;SESSELICH - HABITATIONS DISP.;37;2 465 342;66 631;50 421;59 778;119;12
81001;81001A301;GALGENBERG;750;28 278 739;37 705;30 628;31 224;102;17
81001;81001A312;SAINT-DIE;218;6 048 459;27 745;22 111;22 153;100;38
81001;81001A401;PETITE GAICHEL;508;22 952 119;45 181;36 829;40 705;111;27
81001;81001A412;ARLON - CIMETIERE;195;6 690 833;34 312;28 317;24 137;85;11
81001;81001B000;AUTELBAS-CENTRE;279;14 908 930;53 437;42 327;46 613;110;12
81001;81001B01-;CLAIREFONTAINE;25;.;.;31 122;27 745;89;-15
81001;81001B090;AUTELBAS - HABITATIONS DISP.;58;3 000 968;51 741;32 383;55 029;170;57
81001;81001B100;STERPENICH-CENTRE;201;10 956 802;54 511;41 786;47 809;114;18
81001;81001B19-;STERPENICH - HABITATIONS DISP.;77;5 305 940;68 908;50 260;65 107;130;17
81001;81001B20-;AUTELHAUT-CENTRE;56;2 651 177;47 342;32 690;35 943;110;45
81001;81001B29-;AUTELHAUT - HABITATIONS DISP.;97;6 670 222;68 765;66 081;60 951;92;-19
81001;81001B30-;WEYLER-CENTRE;202;8 590 986;42 530;33 271;28 025;84;18
81001;81001B3MA;WEYLER - ZONE ARTISANALE;4;.;.;.;.;.;.
81001;81001B3PA;WEYLER - AUF DER KIEMERCHEN/SEYLERHOFF/BIFF/BIREL;269;10 891 722;40 490;27 831;40 902;147;50
81001;81001C00-;HEINSCH-CENTRE;189;9 023 403;47 743;36 197;38 997;108;16
81001;81001C012;BRESSE;52;2 244 364;43 161;31 434;42 977;137;31
81001;81001C023;HEINSCH - EXTENSION;41;2 426 602;59 185;56 765;46 158;81;-31
81001;81001C091;HEINSCH-HABITATIONS DISPERSEES;72;4 606 376;63 977;58 560;67 442;115;-6
81001;81001C10-;FREYLANGE-CENTRE;387;16 353 755;42 258;33 257;39 656;119;29
81001;81001C19-;FREYLANGE - HABITATIONS DISP.;53;2 888 807;54 506;48 165;53 089;110;19
81001;81001C200;STOCKEM-CENTRE;536;20 879 872;38 955;31 670;30 708;97;25
81001;81001C211;STOCKEM - NEUVE;154;6 213 429;40 347;35 809;36 708;103;12
81001;81001C220;STOCKEM - CASERNE;97;3 411 098;35 166;30 910;14 524;47;12
81001;81001C23-;POSTERIE;43;1 925 137;44 771;36 150;35 472;98;14
81001;81001C242;HYDRION;34;1 205 302;35 450;26 845;17 506;65;34
81001;81001C290;STOCKEM-HABITATIONS DISPERSEES;1;.;.;.;.;.;.
